unit_id,treatment,exposed,exposure_count,converted,data_source,scenario
SYN-004094,treatment,1,1,0,synthetic,near_null_effect
SYN-004095,treatment,1,1,0,synthetic,near_null_effect
SYN-004096,control,1,1,0,synthetic,near_null_effect
SYN-004097,control,1,1,1,synthetic,near_null_effect
SYN-004098,treatment,1,1,0,synthetic,near_null_effect
SYN-004099,treatment,1,1,0,synthetic,near_null_effect
SYN-004100,treatment,1,1,0,synthetic,near_null_effect
SYN-004101,treatment,1,1,0,synthetic,near_null_effect
SYN-004102,treatment,1,1,0,synthetic,near_null_effect
SYN-004103,treatment,1,1,0,synthetic,near_null_effect
SYN-004104,control,1,1,0,synthetic,near_null_effect
SYN-004105,control,1,1,0,synthetic,near_null_effect
SYN-004106,treatment,1,1,0,synthetic,near_null_effect
SYN-004107,control,1,1,0,synthetic,near_null_effect
SYN-004108,treatment,1,1,1,synthetic,near_null_effect
SYN-004109,control,1,1,0,synthetic,near_null_effect
SYN-004110,treatment,1,1,0,synthetic,near_null_effect
SYN-004111,treatment,1,1,0,synthetic,near_null_effect
SYN-004112,treatment,1,1,0,synthetic,near_null_effect
SYN-004113,treatment,1,1,0,synthetic,near_null_effect
SYN-004114,treatment,1,1,0,synthetic,near_null_effect
SYN-004115,control,1,1,0,synthetic,near_null_effect
SYN-004116,treatment,1,1,1,synthetic,near_null_effect
SYN-004117,treatment,1,1,0,synthetic,near_null_effect
SYN-004118,control,1,1,0,synthetic,near_null_effect
SYN-004119,treatment,1,1,0,synthetic,near_null_effect
SYN-004120,treatment,1,1,0,synthetic,near_null_effect
SYN-004121,control,1,1,0,synthetic,near_null_effect
SYN-004122,control,1,1,0,synthetic,near_null_effect
SYN-004123,treatment,1,1,0,synthetic,near_null_effect
SYN-004124,control,1,1,0,synthetic,near_null_effect
SYN-004125,control,1,1,0,synthetic,near_null_effect
SYN-004126,treatment,1,1,0,synthetic,near_null_effect
SYN-004127,treatment,1,1,0,synthetic,near_null_effect
SYN-004128,control,1,1,0,synthetic,near_null_effect
SYN-004129,control,1,1,0,synthetic,near_null_effect
SYN-004130,control,1,1,0,synthetic,near_null_effect
SYN-004131,control,1,1,0,synthetic,near_null_effect
SYN-004132,control,1,1,0,synthetic,near_null_effect
SYN-004133,treatment,1,1,0,synthetic,near_null_effect
SYN-004134,treatment,1,1,0,synthetic,near_null_effect
SYN-004135,control,1,1,0,synthetic,near_null_effect
SYN-004136,treatment,1,1,0,synthetic,near_null_effect
SYN-004137,control,1,1,0,synthetic,near_null_effect
SYN-004138,treatment,1,1,0,synthetic,near_null_effect
SYN-004139,treatment,1,1,0,synthetic,near_null_effect
SYN-004140,control,1,1,0,synthetic,near_null_effect
SYN-004141,control,1,1,0,synthetic,near_null_effect
SYN-004142,treatment,1,1,0,synthetic,near_null_effect
SYN-004143,control,1,1,0,synthetic,near_null_effect
SYN-004144,control,1,1,0,synthetic,near_null_effect
SYN-004145,treatment,1,1,0,synthetic,near_null_effect
SYN-004146,control,1,1,0,synthetic,near_null_effect
SYN-004147,treatment,1,1,0,synthetic,near_null_effect
SYN-004148,treatment,1,1,0,synthetic,near_null_effect
SYN-004149,treatment,1,1,0,synthetic,near_null_effect
SYN-004150,treatment,1,1,0,synthetic,near_null_effect
SYN-004151,treatment,1,1,0,synthetic,near_null_effect
SYN-004152,control,1,1,0,synthetic,near_null_effect
SYN-004153,control,1,1,0,synthetic,near_null_effect
SYN-004154,treatment,1,1,0,synthetic,near_null_effect
SYN-004155,treatment,1,1,0,synthetic,near_null_effect
SYN-004156,control,1,1,0,synthetic,near_null_effect
SYN-004157,control,1,1,0,synthetic,near_null_effect
SYN-004158,treatment,1,1,0,synthetic,near_null_effect
SYN-004159,treatment,1,1,0,synthetic,near_null_effect
SYN-004160,treatment,1,1,0,synthetic,near_null_effect
SYN-004161,treatment,1,1,0,synthetic,near_null_effect
SYN-004162,treatment,1,1,0,synthetic,near_null_effect
SYN-004163,control,1,1,0,synthetic,near_null_effect
SYN-004164,control,1,1,0,synthetic,near_null_effect
SYN-004165,control,1,1,0,synthetic,near_null_effect
SYN-004166,treatment,1,1,0,synthetic,near_null_effect
SYN-004167,treatment,1,1,0,synthetic,near_null_effect
SYN-004168,control,1,1,0,synthetic,near_null_effect
SYN-004169,treatment,1,1,0,synthetic,near_null_effect
SYN-004170,treatment,1,1,0,synthetic,near_null_effect
SYN-004171,treatment,1,1,0,synthetic,near_null_effect
SYN-004172,control,1,1,0,synthetic,near_null_effect
SYN-004173,control,1,1,0,synthetic,near_null_effect
SYN-004174,control,1,1,0,synthetic,near_null_effect
SYN-004175,control,1,1,0,synthetic,near_null_effect
SYN-004176,control,1,1,1,synthetic,near_null_effect
SYN-004177,control,1,1,0,synthetic,near_null_effect
SYN-004178,control,1,1,0,synthetic,near_null_effect
SYN-004179,control,1,1,0,synthetic,near_null_effect
SYN-004180,treatment,1,1,0,synthetic,near_null_effect
SYN-004181,treatment,1,1,1,synthetic,near_null_effect
SYN-004182,treatment,1,1,0,synthetic,near_null_effect
SYN-004183,treatment,1,1,1,synthetic,near_null_effect
SYN-004184,control,1,1,0,synthetic,near_null_effect
SYN-004185,control,1,1,0,synthetic,near_null_effect
SYN-004186,control,1,1,0,synthetic,near_null_effect
SYN-004187,control,1,1,0,synthetic,near_null_effect
SYN-004188,treatment,1,1,0,synthetic,near_null_effect
SYN-004189,control,1,1,0,synthetic,near_null_effect
SYN-004190,treatment,1,1,0,synthetic,near_null_effect
SYN-004191,treatment,1,1,0,synthetic,near_null_effect
SYN-004192,control,1,1,0,synthetic,near_null_effect
SYN-004193,treatment,1,1,0,synthetic,near_null_effect
SYN-004194,treatment,1,1,0,synthetic,near_null_effect
SYN-004195,treatment,1,1,0,synthetic,near_null_effect
SYN-004196,control,1,1,0,synthetic,near_null_effect
SYN-004197,control,1,1,0,synthetic,near_null_effect
SYN-004198,treatment,1,1,0,synthetic,near_null_effect
SYN-004199,treatment,1,1,0,synthetic,near_null_effect
SYN-004200,control,1,1,0,synthetic,near_null_effect
SYN-004201,treatment,1,1,0,synthetic,near_null_effect
SYN-004202,control,1,1,0,synthetic,near_null_effect
SYN-004203,treatment,1,1,0,synthetic,near_null_effect
SYN-004204,control,1,1,0,synthetic,near_null_effect
SYN-004205,control,1,1,0,synthetic,near_null_effect
SYN-004206,control,1,1,1,synthetic,near_null_effect
SYN-004207,treatment,1,1,0,synthetic,near_null_effect
SYN-004208,treatment,1,1,1,synthetic,near_null_effect
SYN-004209,control,1,1,1,synthetic,near_null_effect
SYN-004210,treatment,1,1,0,synthetic,near_null_effect
SYN-004211,control,1,1,0,synthetic,near_null_effect
SYN-004212,control,1,1,0,synthetic,near_null_effect
SYN-004213,treatment,1,1,0,synthetic,near_null_effect
SYN-004214,treatment,1,1,0,synthetic,near_null_effect
SYN-004215,treatment,1,1,0,synthetic,near_null_effect
SYN-004216,control,1,1,0,synthetic,near_null_effect
SYN-004217,treatment,1,1,0,synthetic,near_null_effect
SYN-004218,treatment,1,1,0,synthetic,near_null_effect
SYN-004219,treatment,1,1,0,synthetic,near_null_effect
SYN-004220,control,1,1,0,synthetic,near_null_effect
SYN-004221,control,1,1,0,synthetic,near_null_effect
SYN-004222,treatment,1,1,0,synthetic,near_null_effect
SYN-004223,treatment,1,1,0,synthetic,near_null_effect
SYN-004224,treatment,1,1,0,synthetic,near_null_effect
SYN-004225,treatment,1,1,1,synthetic,near_null_effect
SYN-004226,control,1,1,0,synthetic,near_null_effect
SYN-004227,treatment,1,1,0,synthetic,near_null_effect
SYN-004228,treatment,1,1,0,synthetic,near_null_effect
SYN-004229,treatment,1,1,0,synthetic,near_null_effect
SYN-004230,treatment,1,1,0,synthetic,near_null_effect
SYN-004231,control,1,1,0,synthetic,near_null_effect
SYN-004232,treatment,1,1,0,synthetic,near_null_effect
SYN-004233,control,1,1,0,synthetic,near_null_effect
SYN-004234,control,1,1,0,synthetic,near_null_effect
SYN-004235,control,1,1,0,synthetic,near_null_effect
SYN-004236,treatment,1,1,0,synthetic,near_null_effect
SYN-004237,treatment,1,1,1,synthetic,near_null_effect
SYN-004238,control,1,1,0,synthetic,near_null_effect
SYN-004239,control,1,1,0,synthetic,near_null_effect
SYN-004240,treatment,1,1,0,synthetic,near_null_effect
SYN-004241,control,1,1,0,synthetic,near_null_effect
SYN-004242,control,1,1,0,synthetic,near_null_effect
SYN-004243,control,1,1,0,synthetic,near_null_effect
SYN-004244,treatment,1,1,0,synthetic,near_null_effect
SYN-004245,treatment,1,1,0,synthetic,near_null_effect
SYN-004246,control,1,1,0,synthetic,near_null_effect
SYN-004247,treatment,1,1,1,synthetic,near_null_effect
SYN-004248,treatment,1,1,0,synthetic,near_null_effect
SYN-004249,treatment,1,1,0,synthetic,near_null_effect
SYN-004250,control,1,1,0,synthetic,near_null_effect
SYN-004251,control,1,1,0,synthetic,near_null_effect
SYN-004252,treatment,1,1,0,synthetic,near_null_effect
SYN-004253,control,1,1,0,synthetic,near_null_effect
SYN-004254,treatment,1,1,0,synthetic,near_null_effect
SYN-004255,control,1,1,0,synthetic,near_null_effect
SYN-004256,control,1,1,0,synthetic,near_null_effect
SYN-004257,treatment,1,1,0,synthetic,near_null_effect
SYN-004258,control,1,1,1,synthetic,near_null_effect
SYN-004259,control,1,1,0,synthetic,near_null_effect
SYN-004260,control,1,1,0,synthetic,near_null_effect
SYN-004261,treatment,1,1,0,synthetic,near_null_effect
SYN-004262,treatment,1,1,0,synthetic,near_null_effect
SYN-004263,control,1,1,0,synthetic,near_null_effect
SYN-004264,control,1,1,1,synthetic,near_null_effect
SYN-004265,treatment,1,1,0,synthetic,near_null_effect
SYN-004266,treatment,1,1,0,synthetic,near_null_effect
SYN-004267,treatment,1,1,0,synthetic,near_null_effect
SYN-004268,control,1,1,0,synthetic,near_null_effect
SYN-004269,control,1,1,0,synthetic,near_null_effect
SYN-004270,control,1,1,0,synthetic,near_null_effect
SYN-004271,treatment,1,1,0,synthetic,near_null_effect
SYN-004272,treatment,1,1,0,synthetic,near_null_effect
SYN-004273,treatment,1,1,1,synthetic,near_null_effect
SYN-004274,treatment,1,1,0,synthetic,near_null_effect
SYN-004275,treatment,1,1,0,synthetic,near_null_effect
SYN-004276,treatment,1,1,0,synthetic,near_null_effect
SYN-004277,treatment,1,1,0,synthetic,near_null_effect
SYN-004278,treatment,1,1,0,synthetic,near_null_effect
SYN-004279,treatment,1,1,0,synthetic,near_null_effect
SYN-004280,treatment,1,1,0,synthetic,near_null_effect
SYN-004281,control,1,1,0,synthetic,near_null_effect
SYN-004282,treatment,1,1,0,synthetic,near_null_effect
SYN-004283,control,1,1,0,synthetic,near_null_effect
SYN-004284,control,1,1,0,synthetic,near_null_effect
SYN-004285,control,1,1,0,synthetic,near_null_effect
SYN-004286,control,1,1,0,synthetic,near_null_effect
SYN-004287,treatment,1,1,0,synthetic,near_null_effect
SYN-004288,treatment,1,1,0,synthetic,near_null_effect
SYN-004289,control,1,1,0,synthetic,near_null_effect
SYN-004290,treatment,1,1,1,synthetic,near_null_effect
SYN-004291,treatment,1,1,0,synthetic,near_null_effect
SYN-004292,control,1,1,0,synthetic,near_null_effect
SYN-004293,treatment,1,1,0,synthetic,near_null_effect
SYN-004294,control,1,1,0,synthetic,near_null_effect
SYN-004295,treatment,1,1,0,synthetic,near_null_effect
SYN-004296,control,1,1,1,synthetic,near_null_effect
SYN-004297,treatment,1,1,0,synthetic,near_null_effect
SYN-004298,treatment,1,1,0,synthetic,near_null_effect
SYN-004299,control,1,1,0,synthetic,near_null_effect
SYN-004300,treatment,1,1,0,synthetic,near_null_effect
SYN-004301,treatment,1,1,0,synthetic,near_null_effect
SYN-004302,treatment,1,1,0,synthetic,near_null_effect
SYN-004303,treatment,1,1,0,synthetic,near_null_effect
SYN-004304,treatment,1,1,0,synthetic,near_null_effect
SYN-004305,treatment,1,1,0,synthetic,near_null_effect
SYN-004306,treatment,1,1,1,synthetic,near_null_effect
SYN-004307,treatment,1,1,0,synthetic,near_null_effect
SYN-004308,treatment,1,1,0,synthetic,near_null_effect
SYN-004309,treatment,1,1,0,synthetic,near_null_effect
SYN-004310,control,1,1,0,synthetic,near_null_effect
SYN-004311,control,1,1,0,synthetic,near_null_effect
SYN-004312,control,1,1,0,synthetic,near_null_effect
SYN-004313,control,1,1,0,synthetic,near_null_effect
SYN-004314,treatment,1,1,0,synthetic,near_null_effect
SYN-004315,control,1,1,0,synthetic,near_null_effect
SYN-004316,treatment,1,1,0,synthetic,near_null_effect
SYN-004317,control,1,1,0,synthetic,near_null_effect
SYN-004318,control,1,1,0,synthetic,near_null_effect
SYN-004319,control,1,1,0,synthetic,near_null_effect
SYN-004320,treatment,1,1,0,synthetic,near_null_effect
SYN-004321,treatment,1,1,0,synthetic,near_null_effect
SYN-004322,control,1,1,1,synthetic,near_null_effect
SYN-004323,control,1,1,0,synthetic,near_null_effect
SYN-004324,control,1,1,0,synthetic,near_null_effect
SYN-004325,control,1,1,0,synthetic,near_null_effect
SYN-004326,control,1,1,0,synthetic,near_null_effect
SYN-004327,control,1,1,0,synthetic,near_null_effect
SYN-004328,treatment,1,1,0,synthetic,near_null_effect
SYN-004329,control,1,1,0,synthetic,near_null_effect
SYN-004330,control,1,1,0,synthetic,near_null_effect
SYN-004331,treatment,1,1,0,synthetic,near_null_effect
SYN-004332,treatment,1,1,0,synthetic,near_null_effect
SYN-004333,treatment,1,1,0,synthetic,near_null_effect
SYN-004334,treatment,1,1,0,synthetic,near_null_effect
SYN-004335,treatment,1,1,0,synthetic,near_null_effect
SYN-004336,treatment,1,1,0,synthetic,near_null_effect
SYN-004337,treatment,1,1,0,synthetic,near_null_effect
SYN-004338,treatment,1,1,0,synthetic,near_null_effect
SYN-004339,treatment,1,1,0,synthetic,near_null_effect
SYN-004340,control,1,1,0,synthetic,near_null_effect
SYN-004341,control,1,1,0,synthetic,near_null_effect
SYN-004342,treatment,1,1,0,synthetic,near_null_effect
SYN-004343,control,1,1,0,synthetic,near_null_effect
SYN-004344,treatment,1,1,0,synthetic,near_null_effect
SYN-004345,control,1,1,0,synthetic,near_null_effect
SYN-004346,control,1,1,0,synthetic,near_null_effect
SYN-004347,control,1,1,0,synthetic,near_null_effect
SYN-004348,treatment,1,1,0,synthetic,near_null_effect
SYN-004349,control,1,1,0,synthetic,near_null_effect
SYN-004350,treatment,1,1,0,synthetic,near_null_effect
SYN-004351,control,1,1,0,synthetic,near_null_effect
SYN-004352,control,1,1,0,synthetic,near_null_effect
SYN-004353,control,1,1,0,synthetic,near_null_effect
SYN-004354,treatment,1,1,0,synthetic,near_null_effect
SYN-004355,treatment,1,1,0,synthetic,near_null_effect
SYN-004356,treatment,1,1,1,synthetic,near_null_effect
SYN-004357,treatment,1,1,1,synthetic,near_null_effect
SYN-004358,control,1,1,0,synthetic,near_null_effect
SYN-004359,control,1,1,0,synthetic,near_null_effect
SYN-004360,treatment,1,1,0,synthetic,near_null_effect
SYN-004361,control,1,1,0,synthetic,near_null_effect
SYN-004362,treatment,1,1,0,synthetic,near_null_effect
SYN-004363,treatment,1,1,0,synthetic,near_null_effect
SYN-004364,treatment,1,1,0,synthetic,near_null_effect
SYN-004365,control,1,1,0,synthetic,near_null_effect
SYN-004366,treatment,1,1,0,synthetic,near_null_effect
SYN-004367,control,1,1,0,synthetic,near_null_effect
SYN-004368,control,1,1,0,synthetic,near_null_effect
SYN-004369,treatment,1,1,0,synthetic,near_null_effect
SYN-004370,control,1,1,0,synthetic,near_null_effect
SYN-004371,treatment,1,1,0,synthetic,near_null_effect
SYN-004372,treatment,1,1,0,synthetic,near_null_effect
SYN-004373,treatment,1,1,0,synthetic,near_null_effect
SYN-004374,control,1,1,0,synthetic,near_null_effect
SYN-004375,treatment,1,1,0,synthetic,near_null_effect
SYN-004376,treatment,1,1,0,synthetic,near_null_effect
SYN-004377,treatment,1,1,0,synthetic,near_null_effect
SYN-004378,control,1,1,0,synthetic,near_null_effect
SYN-004379,control,1,1,0,synthetic,near_null_effect
SYN-004380,treatment,1,1,1,synthetic,near_null_effect
SYN-004381,treatment,1,1,0,synthetic,near_null_effect
SYN-004382,control,1,1,0,synthetic,near_null_effect
SYN-004383,treatment,1,1,0,synthetic,near_null_effect
SYN-004384,control,1,1,0,synthetic,near_null_effect
SYN-004385,treatment,1,1,0,synthetic,near_null_effect
SYN-004386,treatment,1,1,0,synthetic,near_null_effect
SYN-004387,control,1,1,0,synthetic,near_null_effect
SYN-004388,control,1,1,0,synthetic,near_null_effect
SYN-004389,control,1,1,0,synthetic,near_null_effect
SYN-004390,control,1,1,0,synthetic,near_null_effect
SYN-004391,treatment,1,1,0,synthetic,near_null_effect
SYN-004392,control,1,1,0,synthetic,near_null_effect
SYN-004393,control,1,1,0,synthetic,near_null_effect
SYN-004394,treatment,1,1,0,synthetic,near_null_effect
SYN-004395,control,1,1,0,synthetic,near_null_effect
SYN-004396,control,1,1,0,synthetic,near_null_effect
SYN-004397,control,1,1,0,synthetic,near_null_effect
SYN-004398,treatment,1,1,0,synthetic,near_null_effect
SYN-004399,treatment,1,1,0,synthetic,near_null_effect
SYN-004400,treatment,1,1,1,synthetic,near_null_effect
SYN-004401,control,1,1,0,synthetic,near_null_effect
SYN-004402,control,1,1,0,synthetic,near_null_effect
SYN-004403,treatment,1,1,0,synthetic,near_null_effect
SYN-004404,treatment,1,1,0,synthetic,near_null_effect
SYN-004405,control,1,1,0,synthetic,near_null_effect
SYN-004406,treatment,1,1,0,synthetic,near_null_effect
SYN-004407,control,1,1,0,synthetic,near_null_effect
SYN-004408,control,1,1,0,synthetic,near_null_effect
SYN-004409,treatment,1,1,0,synthetic,near_null_effect
SYN-004410,control,1,1,0,synthetic,near_null_effect
SYN-004411,control,1,1,0,synthetic,near_null_effect
SYN-004412,control,1,1,0,synthetic,near_null_effect
SYN-004413,treatment,1,1,0,synthetic,near_null_effect
SYN-004414,treatment,1,1,0,synthetic,near_null_effect
SYN-004415,treatment,1,1,0,synthetic,near_null_effect
SYN-004416,control,1,1,0,synthetic,near_null_effect
SYN-004417,control,1,1,0,synthetic,near_null_effect
SYN-004418,treatment,1,1,0,synthetic,near_null_effect
SYN-004419,control,1,1,1,synthetic,near_null_effect
SYN-004420,treatment,1,1,0,synthetic,near_null_effect
SYN-004421,control,1,1,0,synthetic,near_null_effect
SYN-004422,control,1,1,0,synthetic,near_null_effect
SYN-004423,treatment,1,1,1,synthetic,near_null_effect
SYN-004424,control,1,1,0,synthetic,near_null_effect
SYN-004425,treatment,1,1,0,synthetic,near_null_effect
SYN-004426,control,1,1,0,synthetic,near_null_effect
SYN-004427,control,1,1,0,synthetic,near_null_effect
SYN-004428,control,1,1,0,synthetic,near_null_effect
SYN-004429,control,1,1,0,synthetic,near_null_effect
SYN-004430,treatment,1,1,0,synthetic,near_null_effect
SYN-004431,control,1,1,0,synthetic,near_null_effect
SYN-004432,control,1,1,0,synthetic,near_null_effect
SYN-004433,control,1,1,1,synthetic,near_null_effect
SYN-004434,control,1,1,0,synthetic,near_null_effect
SYN-004435,treatment,1,1,0,synthetic,near_null_effect
SYN-004436,treatment,1,1,0,synthetic,near_null_effect
SYN-004437,treatment,1,1,0,synthetic,near_null_effect
SYN-004438,treatment,1,1,0,synthetic,near_null_effect
SYN-004439,treatment,1,1,0,synthetic,near_null_effect
SYN-004440,treatment,1,1,0,synthetic,near_null_effect
SYN-004441,control,1,1,0,synthetic,near_null_effect
SYN-004442,treatment,1,1,1,synthetic,near_null_effect
SYN-004443,treatment,1,1,0,synthetic,near_null_effect
SYN-004444,control,1,1,0,synthetic,near_null_effect
SYN-004445,treatment,1,1,0,synthetic,near_null_effect
SYN-004446,treatment,1,1,0,synthetic,near_null_effect
SYN-004447,treatment,1,1,0,synthetic,near_null_effect
SYN-004448,control,1,1,0,synthetic,near_null_effect
SYN-004449,control,1,1,1,synthetic,near_null_effect
SYN-004450,control,1,1,0,synthetic,near_null_effect
SYN-004451,control,1,1,0,synthetic,near_null_effect
SYN-004452,control,1,1,0,synthetic,near_null_effect
SYN-004453,treatment,1,1,0,synthetic,near_null_effect
SYN-004454,control,1,1,0,synthetic,near_null_effect
SYN-004455,control,1,1,0,synthetic,near_null_effect
SYN-004456,treatment,1,1,0,synthetic,near_null_effect
SYN-004457,control,1,1,0,synthetic,near_null_effect
SYN-004458,control,1,1,0,synthetic,near_null_effect
SYN-004459,control,1,1,0,synthetic,near_null_effect
SYN-004460,control,1,1,1,synthetic,near_null_effect
SYN-004461,control,1,1,0,synthetic,near_null_effect
SYN-004462,treatment,1,1,0,synthetic,near_null_effect
SYN-004463,treatment,1,1,1,synthetic,near_null_effect
SYN-004464,control,1,1,0,synthetic,near_null_effect
SYN-004465,treatment,1,1,0,synthetic,near_null_effect
SYN-004466,treatment,1,1,0,synthetic,near_null_effect
SYN-004467,treatment,1,1,1,synthetic,near_null_effect
SYN-004468,control,1,1,1,synthetic,near_null_effect
SYN-004469,treatment,1,1,0,synthetic,near_null_effect
SYN-004470,treatment,1,1,0,synthetic,near_null_effect
SYN-004471,control,1,1,0,synthetic,near_null_effect
SYN-004472,treatment,1,1,0,synthetic,near_null_effect
SYN-004473,treatment,1,1,0,synthetic,near_null_effect
SYN-004474,treatment,1,1,0,synthetic,near_null_effect
SYN-004475,treatment,1,1,0,synthetic,near_null_effect
SYN-004476,control,1,1,0,synthetic,near_null_effect
SYN-004477,control,1,1,0,synthetic,near_null_effect
SYN-004478,control,1,1,0,synthetic,near_null_effect
SYN-004479,treatment,1,1,0,synthetic,near_null_effect
SYN-004480,treatment,1,1,0,synthetic,near_null_effect
SYN-004481,treatment,1,1,0,synthetic,near_null_effect
SYN-004482,control,1,1,0,synthetic,near_null_effect
SYN-004483,control,1,1,0,synthetic,near_null_effect
SYN-004484,treatment,1,1,1,synthetic,near_null_effect
SYN-004485,control,1,1,0,synthetic,near_null_effect
SYN-004486,control,1,1,0,synthetic,near_null_effect
SYN-004487,control,1,1,0,synthetic,near_null_effect
SYN-004488,control,1,1,1,synthetic,near_null_effect
SYN-004489,treatment,1,1,0,synthetic,near_null_effect
SYN-004490,treatment,1,1,0,synthetic,near_null_effect
SYN-004491,control,1,1,0,synthetic,near_null_effect
SYN-004492,control,1,1,0,synthetic,near_null_effect
SYN-004493,control,1,1,1,synthetic,near_null_effect
SYN-004494,control,1,1,0,synthetic,near_null_effect
SYN-004495,treatment,1,1,1,synthetic,near_null_effect
SYN-004496,treatment,1,1,0,synthetic,near_null_effect
SYN-004497,control,1,1,0,synthetic,near_null_effect
SYN-004498,control,1,1,0,synthetic,near_null_effect
SYN-004499,treatment,1,1,1,synthetic,near_null_effect
SYN-004500,treatment,1,1,0,synthetic,near_null_effect
SYN-004501,treatment,1,1,0,synthetic,near_null_effect
SYN-004502,treatment,1,1,0,synthetic,near_null_effect
SYN-004503,control,1,1,0,synthetic,near_null_effect
SYN-004504,control,1,1,0,synthetic,near_null_effect
SYN-004505,treatment,1,1,0,synthetic,near_null_effect
SYN-004506,treatment,1,1,0,synthetic,near_null_effect
SYN-004507,control,1,1,0,synthetic,near_null_effect
SYN-004508,treatment,1,1,0,synthetic,near_null_effect
SYN-004509,treatment,1,1,1,synthetic,near_null_effect
SYN-004510,control,1,1,1,synthetic,near_null_effect
SYN-004511,control,1,1,0,synthetic,near_null_effect
SYN-004512,treatment,1,1,0,synthetic,near_null_effect
SYN-004513,treatment,1,1,0,synthetic,near_null_effect
SYN-004514,control,1,1,0,synthetic,near_null_effect
SYN-004515,treatment,1,1,0,synthetic,near_null_effect
SYN-004516,treatment,1,1,0,synthetic,near_null_effect
SYN-004517,treatment,1,1,0,synthetic,near_null_effect
SYN-004518,control,1,1,0,synthetic,near_null_effect
SYN-004519,treatment,1,1,0,synthetic,near_null_effect
SYN-004520,control,1,1,0,synthetic,near_null_effect
SYN-004521,treatment,1,1,0,synthetic,near_null_effect
SYN-004522,treatment,1,1,0,synthetic,near_null_effect
SYN-004523,control,1,1,0,synthetic,near_null_effect
SYN-004524,control,1,1,0,synthetic,near_null_effect
SYN-004525,treatment,1,1,0,synthetic,near_null_effect
SYN-004526,treatment,1,1,0,synthetic,near_null_effect
SYN-004527,treatment,1,1,0,synthetic,near_null_effect
SYN-004528,treatment,1,1,0,synthetic,near_null_effect
SYN-004529,treatment,1,1,1,synthetic,near_null_effect
SYN-004530,treatment,1,1,0,synthetic,near_null_effect
SYN-004531,control,1,1,1,synthetic,near_null_effect
SYN-004532,control,1,1,0,synthetic,near_null_effect
SYN-004533,treatment,1,1,0,synthetic,near_null_effect
SYN-004534,treatment,1,1,0,synthetic,near_null_effect
SYN-004535,control,1,1,0,synthetic,near_null_effect
SYN-004536,control,1,1,0,synthetic,near_null_effect
SYN-004537,treatment,1,1,0,synthetic,near_null_effect
SYN-004538,treatment,1,1,0,synthetic,near_null_effect
SYN-004539,treatment,1,1,0,synthetic,near_null_effect
SYN-004540,control,1,1,0,synthetic,near_null_effect
SYN-004541,treatment,1,1,0,synthetic,near_null_effect
SYN-004542,treatment,1,1,0,synthetic,near_null_effect
SYN-004543,control,1,1,0,synthetic,near_null_effect
SYN-004544,control,1,1,0,synthetic,near_null_effect
SYN-004545,control,1,1,0,synthetic,near_null_effect
SYN-004546,treatment,1,1,1,synthetic,near_null_effect
SYN-004547,treatment,1,1,0,synthetic,near_null_effect
SYN-004548,control,1,1,0,synthetic,near_null_effect
SYN-004549,treatment,1,1,0,synthetic,near_null_effect
SYN-004550,control,1,1,0,synthetic,near_null_effect
SYN-004551,treatment,1,1,0,synthetic,near_null_effect
SYN-004552,treatment,1,1,0,synthetic,near_null_effect
SYN-004553,treatment,1,1,0,synthetic,near_null_effect
SYN-004554,control,1,1,0,synthetic,near_null_effect
SYN-004555,control,1,1,0,synthetic,near_null_effect
SYN-004556,treatment,1,1,0,synthetic,near_null_effect
SYN-004557,treatment,1,1,0,synthetic,near_null_effect
SYN-004558,control,1,1,0,synthetic,near_null_effect
SYN-004559,control,1,1,0,synthetic,near_null_effect
SYN-004560,control,1,1,1,synthetic,near_null_effect
SYN-004561,control,1,1,0,synthetic,near_null_effect
SYN-004562,control,1,1,0,synthetic,near_null_effect
SYN-004563,control,1,1,1,synthetic,near_null_effect
SYN-004564,treatment,1,1,0,synthetic,near_null_effect
SYN-004565,control,1,1,0,synthetic,near_null_effect
SYN-004566,treatment,1,1,0,synthetic,near_null_effect
SYN-004567,treatment,1,1,0,synthetic,near_null_effect
SYN-004568,control,1,1,0,synthetic,near_null_effect
SYN-004569,treatment,1,1,0,synthetic,near_null_effect
SYN-004570,control,1,1,0,synthetic,near_null_effect
SYN-004571,treatment,1,1,0,synthetic,near_null_effect
SYN-004572,treatment,1,1,0,synthetic,near_null_effect
SYN-004573,control,1,1,0,synthetic,near_null_effect
SYN-004574,control,1,1,0,synthetic,near_null_effect
SYN-004575,control,1,1,0,synthetic,near_null_effect
SYN-004576,control,1,1,0,synthetic,near_null_effect
SYN-004577,control,1,1,0,synthetic,near_null_effect
SYN-004578,control,1,1,0,synthetic,near_null_effect
SYN-004579,control,1,1,0,synthetic,near_null_effect
SYN-004580,treatment,1,1,0,synthetic,near_null_effect
SYN-004581,treatment,1,1,0,synthetic,near_null_effect
SYN-004582,control,1,1,0,synthetic,near_null_effect
SYN-004583,control,1,1,0,synthetic,near_null_effect
SYN-004584,control,1,1,0,synthetic,near_null_effect
SYN-004585,control,1,1,0,synthetic,near_null_effect
SYN-004586,control,1,1,0,synthetic,near_null_effect
SYN-004587,control,1,1,0,synthetic,near_null_effect
SYN-004588,control,1,1,0,synthetic,near_null_effect
SYN-004589,control,1,1,0,synthetic,near_null_effect
SYN-004590,treatment,1,1,0,synthetic,near_null_effect
SYN-004591,control,1,1,0,synthetic,near_null_effect
